ttl,ip,rtt,pais,region,ciudad,latitud,longitud
1,10.0.0.254,0.10672807693481445,,,,0,0
1,10.0.0.254,0.05223703384399414,,,,0,0
1,10.0.0.254,0.059081077575683594,,,,0,0
1,10.0.0.254,0.055819034576416016,,,,0,0
1,10.0.0.254,0.0647890567779541,,,,0,0
1,10.0.0.254,0.06953692436218262,,,,0,0
1,10.0.0.254,0.06571602821350098,,,,0,0
1,10.0.0.254,0.08573794364929199,,,,0,0
1,10.0.0.254,0.05934000015258789,,,,0,0
1,10.0.0.254,0.06457686424255371,,,,0,0
1,10.0.0.254,0.05286979675292969,,,,0,0
1,10.0.0.254,0.05636096000671387,,,,0,0
1,10.0.0.254,0.05762505531311035,,,,0,0
1,10.0.0.254,0.07380199432373047,,,,0,0
1,10.0.0.254,0.07367205619812012,,,,0,0
1,10.0.0.254,0.058667898178100586,,,,0,0
1,10.0.0.254,0.04673480987548828,,,,0,0
1,10.0.0.254,0.06482601165771484,,,,0,0
1,10.0.0.254,0.07997393608093262,,,,0,0
1,10.0.0.254,0.05672311782836914,,,,0,0
1,10.0.0.254,0.04715704917907715,,,,0,0
1,10.0.0.254,0.060324907302856445,,,,0,0
1,10.0.0.254,0.05669593811035156,,,,0,0
1,10.0.0.254,0.06483197212219238,,,,0,0
1,10.0.0.254,0.07683992385864258,,,,0,0
1,10.0.0.254,0.04274606704711914,,,,0,0
1,10.0.0.254,0.06878995895385742,,,,0,0
1,10.0.0.254,0.05262899398803711,,,,0,0
1,10.0.0.254,0.07559800148010254,,,,0,0
1,10.0.0.254,0.041908979415893555,,,,0,0
1,10.0.0.254,0.06116509437561035,,,,0,0
1,10.0.0.254,0.06962990760803223,,,,0,0
1,10.0.0.254,0.06105399131774902,,,,0,0
1,10.0.0.254,0.06975603103637695,,,,0,0
1,10.0.0.254,0.08885693550109863,,,,0,0
1,10.0.0.254,0.07134389877319336,,,,0,0
1,10.0.0.254,0.06089210510253906,,,,0,0
1,10.0.0.254,0.04488801956176758,,,,0,0
1,10.0.0.254,0.07060503959655762,,,,0,0
1,10.0.0.254,0.04496598243713379,,,,0,0
1,10.0.0.254,0.06486916542053223,,,,0,0
1,10.0.0.254,0.07752084732055664,,,,0,0
1,10.0.0.254,0.08765506744384766,,,,0,0
1,10.0.0.254,0.0867769718170166,,,,0,0
1,10.0.0.254,0.05817818641662598,,,,0,0
1,10.0.0.254,0.08060598373413086,,,,0,0
1,10.0.0.254,0.06385517120361328,,,,0,0
1,10.0.0.254,0.053498029708862305,,,,0,0
1,10.0.0.254,0.0677790641784668,,,,0,0
1,10.0.0.254,0.07326292991638184,,,,0,0
2,192.168.1.1,0.06263303756713867,,,,0,0
2,192.168.1.1,0.07561397552490234,,,,0,0
2,192.168.1.1,0.07771086692810059,,,,0,0
2,192.168.1.1,0.04364490509033203,,,,0,0
2,192.168.1.1,0.04919314384460449,,,,0,0
2,192.168.1.1,0.07250499725341797,,,,0,0
2,192.168.1.1,0.054960012435913086,,,,0,0
2,192.168.1.1,0.0628352165222168,,,,0,0
2,192.168.1.1,0.06827282905578613,,,,0,0
2,192.168.1.1,0.10064888000488281,,,,0,0
2,192.168.1.1,0.055763959884643555,,,,0,0
2,192.168.1.1,0.05257701873779297,,,,0,0
2,192.168.1.1,0.06143307685852051,,,,0,0
2,192.168.1.1,0.06738400459289551,,,,0,0
2,192.168.1.1,0.06280088424682617,,,,0,0
2,192.168.1.1,0.06506490707397461,,,,0,0
2,192.168.1.1,0.06158089637756348,,,,0,0
2,192.168.1.1,0.057211875915527344,,,,0,0
2,192.168.1.1,0.05936717987060547,,,,0,0
2,192.168.1.1,0.05537295341491699,,,,0,0
2,192.168.1.1,0.05240893363952637,,,,0,0
2,192.168.1.1,0.07845377922058105,,,,0,0
2,192.168.1.1,0.06558084487915039,,,,0,0
2,192.168.1.1,0.05567312240600586,,,,0,0
2,192.168.1.1,0.06722307205200195,,,,0,0
2,192.168.1.1,0.03719496726989746,,,,0,0
2,192.168.1.1,0.050657033920288086,,,,0,0
2,192.168.1.1,0.061860084533691406,,,,0,0
2,192.168.1.1,0.04452705383300781,,,,0,0
2,192.168.1.1,0.07771801948547363,,,,0,0
2,192.168.1.1,0.05738711357116699,,,,0,0
2,192.168.1.1,0.07483696937561035,,,,0,0
2,192.168.1.1,0.05682706832885742,,,,0,0
2,192.168.1.1,0.0667569637298584,,,,0,0
2,192.168.1.1,0.03375506401062012,,,,0,0
2,192.168.1.1,0.07442808151245117,,,,0,0
2,192.168.1.1,0.06469106674194336,,,,0,0
2,192.168.1.1,0.04021906852722168,,,,0,0
2,192.168.1.1,0.10300493240356445,,,,0,0
2,192.168.1.1,0.05894899368286133,,,,0,0
2,192.168.1.1,0.06095695495605469,,,,0,0
2,192.168.1.1,0.059287071228027344,,,,0,0
2,192.168.1.1,0.04942893981933594,,,,0,0
2,192.168.1.1,0.05833101272583008,,,,0,0
2,192.168.1.1,0.05675101280212402,,,,0,0
2,192.168.1.1,0.05978083610534668,,,,0,0
2,192.168.1.1,0.07839798927307129,,,,0,0
2,192.168.1.1,0.07055401802062988,,,,0,0
2,192.168.1.1,0.05256915092468262,,,,0,0
2,192.168.1.1,0.07341814041137695,,,,0,0
3,191.82.0.1,0.10620808601379395,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09790492057800293,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09247016906738281,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09421801567077637,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09865999221801758,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.0914149284362793,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.07349395751953125,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10721898078918457,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09359598159790039,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.07984685897827148,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08719587326049805,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09346890449523926,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10061407089233398,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10184097290039062,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.1054840087890625,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08254313468933105,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08793306350708008,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.07726383209228516,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10003995895385742,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10132408142089844,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09338784217834473,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10146594047546387,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.0863797664642334,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09631609916687012,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09085416793823242,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08862614631652832,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10267782211303711,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08342409133911133,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10799217224121094,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09485697746276855,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09719109535217285,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.11305594444274902,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09355902671813965,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10263299942016602,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.1178438663482666,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08664083480834961,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09602689743041992,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08546304702758789,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09691619873046875,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.0923759937286377,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08988213539123535,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08845996856689453,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08710813522338867,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.08411502838134766,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.07579803466796875,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10477495193481445,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.10131621360778809,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.09699296951293945,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
3,191.82.0.1,0.06939888000488281,Argentina,Buenos Aires,Libertad,-34.6889,-58.6801
